gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP,manual1,manual2,COG_functionname_curated
ydfA,rca-sector,Qin prophage; DUF1391 domain-containing protein YdfA,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfB,rca-sector,Qin prophage; uncharacterized protein YdfB,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfC,rca-sector,Qin prophage; uncharacterized protein YdfC,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfD,s-sector,Qin prophage; lysis protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfE,rca-sector,Qin prophage; protein YdfE,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfG,a-sector,3-hydroxy acid dehydrogenase,,,,CP,,Energy production and conversion,C,COG4221,no,,,Energy production and conversion
ydfH,a-sector,DNA-binding transcriptional repressor YdfH,,,,CP,,Transcription,K,COG1802,no,,,Transcription
ydfI,s-sector,putative oxidoreductase YdfI,,,,CP,,Carbohydrate transport and metabolism,G,COG0246,no,,,Carbohydrate transport and metabolism
ydfJ,rca-sector,putative transporter YdfJ,,,,IM,transporter,notdefined,notdefined,,no,,,notdefined
ydfK,rca-sector,Qin prophage; cold shock protein YdfK,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfN,rca-sector,Qin prophage; putative side tail fibre assembly protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfO,s-sector,Qin prophage; DUF1398 domain-containing protein YdfO,,,,CP,,Function unknown,S,COG5562,no,,,Function unknown
ydfP,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfR,s-sector,Qin prophage; protein YdfR,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfT,rca-sector,Qin prophage; putative antitermination protein Q,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0484,no,,,"Posttranslational modification, protein turnover, chaperones"
ydfU,rca-sector,Qin prophage; protein YdfU,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfV,rca-sector,Qin prophage; protein YdfV,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfW,c-sector,Qin prophage; uncharacterized protein YdfW,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfX,s-sector,Qin prophage; uncharacterized protein YdfX,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydfZ,a-sector,putative selenoprotein YdfZ,,,,CP,,notdefined,notdefined,,yes,,,notdefined
ydgA,a-sector,DUF945 domain-containing protein YdgA,,,,CP,,Function unknown,S,COG5339,no,,,Function unknown
ydgC,rca-sector,GlpM family protein,,,,IM,membrane protein,Function unknown,S,COG3136,no,,,Function unknown
ydgD,s-sector,putative serine protease YdgD,,,,PE,other,Amino acid transport and metabolism,E,COG3591,no,,,Amino acid transport and metabolism
ydgH,a-sector,DUF1471 domain-containing protein YdgH,,,,PE,other,notdefined,notdefined,,no,,,notdefined
ydgI,ra-sector,putative arginine:ornithine antiporter,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no,,,Amino acid transport and metabolism
ydgJ,s-sector,putative oxidoreductase YdgJ,,,,CP,,General function prediction only,R,COG0673,no,,,General function prediction only
ydgK,rca-sector,DUF2569 domain-containing inner membrane protein YdgK,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ydgU,rca-sector,uncharacterized protein YdgU,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydhB,ra-sector,putative LysR family DNA-binding transcriptional regulator YdhB,,,,CP,,Transcription,K,COG0583,no,,,Transcription
ydhC,rca-sector,putative transporter YdhC,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,no,,,Carbohydrate transport and metabolism
ydhF,s-sector,putative oxidoreductase,,,,CP,,General function prediction only,R,COG4989,no,,,General function prediction only
ydhI,rca-sector,DUF1656 domain-containing protein YdhI,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ydhJ,rc-sector,putative membrane fusion protein YdhJ,,,,IM,other,Defense mechanisms,V,COG1566,no,,,Defense mechanisms
ydhK,rca-sector,putative transporter YdhK,,,,IM,membrane protein,Function unknown,S,COG1289,no,,,Function unknown
ydhL,s-sector,DUF1289 domain-containing protein YdhL,,,,CP,,General function prediction only,R,COG3313,no,,,General function prediction only
ydhP,ra-sector,putative transporter YdhP,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,yes,,,Carbohydrate transport and metabolism
ydhQ,ra-sector,putative adhesin-related protein YdhQ,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydhR,s-sector,putative monooxygenase YdhR,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydhS,rca-sector,FAD/NAD(P) binding domain-containing protein YdhS,,,,CP,,General function prediction only,R,COG4529,no,,,General function prediction only
ydhT,rca-sector,uncharacterized protein YdhT,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydhU,rca-sector,putative cytochrome YdhU,,,,IM,other,Inorganic ion transport and metabolism,P,COG4117,no,,,Inorganic ion transport and metabolism
ydhV,s-sector,putative oxidoreductase YdhV,,,,CP,,Energy production and conversion,C,COG2414,no,,,Energy production and conversion
ydhW,s-sector,uncharacterized protein YdhW,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydhX,rca-sector,putative 4Fe-4S ferredoxin-like protein YdhX,,,,CP,,Energy production and conversion,C,COG0437,no,,,Energy production and conversion
ydhY,s-sector,putative 4Fe-4S ferredoxin-like protein YdhY,,,,CP,,Energy production and conversion,C,COG0437,no,,,Energy production and conversion
ydhZ,u-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydiB,rca-sector,quinate/shikimate dehydrogenase,,,,CP,,Amino acid transport and metabolism,E,COG0169,no,,,Amino acid transport and metabolism
ydiE,rca-sector,PF10636 family protein YdiE,,,,CP,,Coenzyme transport and metabolism,H,COG4256,no,,,Coenzyme transport and metabolism
ydiF,rca-sector,putative acetate-CoA transferase YdiF,,,,CP,,Lipid transport and metabolism,I,COG4670,no,,,Lipid transport and metabolism
ydiH,a-sector,protein YdiH,,,,CP,,notdefined,notdefined,,yes,,,notdefined
ydiJ,u-sector,putative FAD-linked oxidoreductase,,,,CP,,Energy production and conversion,C,COG0247,no,,,Energy production and conversion
ydiK,s-sector,putative transporter YdiK,,,,IM,membrane protein,General function prediction only,R,COG0628,no,,,General function prediction only
ydiL,rca-sector,DUF1870 domain-containing protein YdiL,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydiM,rca-sector,putative exporter YdiM,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG0738,no,,,Carbohydrate transport and metabolism
ydiN,rca-sector,putative transporter YdiN,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2271,no,,,Carbohydrate transport and metabolism
ydiO,rca-sector,putative acyl-CoA dehydrogenase YdiO,,,,CP,,Lipid transport and metabolism,I,COG1960,no,,,Lipid transport and metabolism
ydiP,s-sector,putative DNA-binding transcriptional regulator YdiP,,,,CP,,General function prediction only,R,COG1917,no,,,General function prediction only
ydiQ,rca-sector,putative electron transfer flavoprotein subunit YdiQ,,,,CP,,Energy production and conversion,C,COG2086,no,,,Energy production and conversion
ydiR,rca-sector,putative electron transfer flavoprotein subunit YdiR,,,,CP,,Energy production and conversion,C,COG2025,no,,,Energy production and conversion
ydiS,ra-sector,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,,,,CP,,Energy production and conversion,C,COG0644,yes,,,Energy production and conversion
ydiT,ra-sector,ferredoxin-like protein YdiT,,,,CP,,Energy production and conversion,C,COG2440,no,,,Energy production and conversion
ydiU,rca-sector,UPF0061 family protein YdiU,,,,CP,,Function unknown,S,COG0397,no,,,Function unknown
ydiV,s-sector,anti-FlhDC factor,,,,CP,,Signal transduction mechanisms,T,COG2200,no,,,Signal transduction mechanisms
ydiY,u-sector,acid-inducible putative outer membrane protein YdiY,,,,OM,other,Cell wall/membrane/envelope biogenesis,M,COG3137,no,,,Cell wall/membrane/envelope biogenesis
ydiZ,rca-sector,protein YdiZ,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydjA,a-sector,putative oxidoreductase,,,,CP,,Energy production and conversion,C,COG0778,no,,,Energy production and conversion
ydjE,rca-sector,putative transporter YdjE,,,,IM,transporter,notdefined,GEPR,COG0477,no,,,notdefined
ydjF,s-sector,putative DNA-binding transcriptional regulator YdjF,,,,CP,,notdefined,KG,COG1349,yes,,,notdefined
ydjG,rca-sector,NADH-dependent methylglyoxal reductase,,,,CP,,General function prediction only,R,COG0667,no,,,General function prediction only
ydjH,rca-sector,putative sugar kinase YdjH,,,,CP,,Carbohydrate transport and metabolism,G,COG0524,no,,,Carbohydrate transport and metabolism
ydjI,rca-sector,putative aldolase YdjI,,,,CP,,Carbohydrate transport and metabolism,G,COG0191,no,,,Carbohydrate transport and metabolism
ydjJ,rca-sector,putative zinc-binding dehydrogenase YdjJ,,,,CP,,notdefined,ER,COG1063,no,,,notdefined
ydjK,rca-sector,putative transporter YdjK,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2271,no,,,Carbohydrate transport and metabolism
ydjL,rca-sector,putative zinc-binding dehydrogenase YdjL,,,,CP,,notdefined,ER,COG1063,no,,,notdefined
ydjM,r-sector,inner membrane protein YdjM,,,,IM,membrane protein,General function prediction only,R,COG1988,no,,,General function prediction only
ydjO,ra-sector,protein YdjO,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydjX,s-sector,DedA family protein YdjX,,,,IM,membrane protein,Function unknown,S,COG0398,no,,,Function unknown
ydjY,a-sector,4Fe-4S ferredoxin-type domain-containing protein YdjY,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydjZ,s-sector,DedA family protein YdjZ,,,,IM,membrane protein,Function unknown,S,COG0398,no,,,Function unknown
yeaC,s-sector,DUF1315 domain-containing protein YeaC,,,,CP,,Function unknown,S,COG3139,no,,,Function unknown
yeaD,a-sector,putative aldose 1-epimerase YeaD,,,,CP,,Carbohydrate transport and metabolism,G,COG0676,no,,,Carbohydrate transport and metabolism
yeaE,s-sector,methylglyoxal reductase YeaE,,,,CP,,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG0656,no,,,"Secondary metabolites biosynthesis, transport and catabolism"
yeaG,s-sector,protein kinase YeaG,,,,CP,,Signal transduction mechanisms,T,COG2766,no,,,Signal transduction mechanisms
yeaH,s-sector,DUF444 domain-containing protein YeaH,,,,CP,,General function prediction only,R,COG2718,no,,,General function prediction only
yeaK,a-sector,mischarged aminoacyl-tRNA deacylase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2606,no,,,"Translation, ribosomal structure and biogenesis"
yeaL,rca-sector,DUF441 domain-containing inner membrane protein YeaL,,,,IM,membrane protein,Function unknown,S,COG2707,no,,,Function unknown
yeaO,a-sector,DUF488 domain-containing protein YeaO,,,,CP,,Function unknown,S,COG3189,no,,,Function unknown
yeaQ,s-sector,PF04226 family protein YeaQ,,,,IM,membrane protein,General function prediction only,R,COG2261,yes,,,General function prediction only
yeaR,s-sector,DUF1971 domain-containing protein YeaR,,,,CP,,Function unknown,S,COG3615,no,,,Function unknown
yeaV,rca-sector,putative transporter YeaV,,,,IM,transporter,Cell wall/membrane/envelope biogenesis,M,COG1292,yes,,,Cell wall/membrane/envelope biogenesis
yeaW,rca-sector,carnitine monooxygenase subunit YeaW,,,,CP,,notdefined,PR,COG4638,no,,,notdefined
yeaX,rca-sector,carnitine monooxygenase subunit YeaX,,,,CP,,Energy production and conversion,C,COG1018,no,,,Energy production and conversion
yeaY,rca-sector,Slp family lipoprotein YeaY,,,,LPO,lipoprotein,Cell wall/membrane/envelope biogenesis,M,COG3065,no,,,Cell wall/membrane/envelope biogenesis
yebB,rca-sector,putative papain-like amidase YebB,,,,CP,,notdefined,notdefined,,no,,,notdefined
yebC,r-sector,putative transcriptional regulator YebC,,,,CP,,notdefined,KJ,COG0217,no,,,notdefined
yebE,s-sector,DUF533 domain-containing inner membrane protein YebE,,,,IM,other,Function unknown,S,COG2979,no,,,Function unknown
yebF,s-sector,secreted protein YebF,,,,EC,other,notdefined,notdefined,,no,,,notdefined
yebG,u-sector,DNA damage-inducible protein YebG,,,,CP,,"Replication, recombination and repair",L,COG3141,no,,,"Replication, recombination and repair"
yebK,s-sector,DNA-binding transcriptional repressor YebK,,,,CP,,Transcription,K,COG1737,no,,,Transcription
yebO,ra-sector,uncharacterized protein YebO,,,,IM,other,notdefined,notdefined,,no,,,notdefined
yebQ,rca-sector,putative transporter YebQ,,,,IM,transporter,notdefined,GEPR,COG0477,no,,,notdefined
yebS,rca-sector,intermembrane transport protein YebS,,,,IM,membrane protein,Function unknown,S,COG2995,no,,,Function unknown
yebT,rca-sector,intermembrane transport protein YebT,,,,MR,other,Function unknown,S,COG3008,no,,,Function unknown
yebV,s-sector,DUF1480 domain-containing protein YebV,,,,CP,,notdefined,notdefined,,no,,,notdefined
yebW,rca-sector,DUF1482 domain-containing protein YebW,,,,CP,,notdefined,notdefined,,no,,,notdefined
yebY,a-sector,DUF2511 domain-containing protein YebY,,,,CP,,notdefined,notdefined,,no,,,notdefined
yebZ,ra-sector,putative inner membrane protein,,,,IM,membrane protein,Inorganic ion transport and metabolism,P,COG1276,no,,,Inorganic ion transport and metabolism
yecA,rca-sector,UPF0149 family protein YecA,,,,CP,,Function unknown,S,COG3012,no,,,Function unknown
yecD,s-sector,putative hydrolase,,,,CP,,notdefined,HR,COG1335,no,,,notdefined
yecE,rca-sector,DUF72 domain-containing protein YecE,,,,CP,,Function unknown,S,COG1801,no,,,Function unknown
yecF,ra-sector,DUF2594 domain-containing protein YecF,,,,CP,,notdefined,notdefined,,no,,,notdefined
yecH,a-sector,DUF2492 domain-containing protein YecH,,,,CP,,notdefined,notdefined,,no,,,notdefined
yecJ,u-sector,DUF2766 domain-containing protein YecJ,,,,CP,,notdefined,notdefined,,no,,,notdefined
yecM,rca-sector,putative metal-binding enzyme YecM,,,,CP,,General function prediction only,R,COG3102,no,,,General function prediction only
yecN,a-sector,putative inner membrane protein,,,,IM,membrane protein,Function unknown,S,COG3788,no,,,Function unknown
yecR,c-sector,lipoprotein YecR,,,,LPO,other,notdefined,notdefined,,no,,,notdefined
yecT,c-sector,protein YecT,,,,PE,other,Function unknown,S,COG3755,no,,,Function unknown
yedA,rca-sector,putative transporter YedA,,,,IM,membrane protein,notdefined,GER,COG0697,no,,,notdefined
yedD,a-sector,lipoprotein YedD,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedE,c-sector,putative selenium transporter YedE,seleneum transporter,general transport,transport,IM,membrane protein,General function prediction only,R,COG2391,no,,,General function prediction only
yedF,c-sector,putative sulfurtransferase YedF,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0425,no,,,"Posttranslational modification, protein turnover, chaperones"
yedI,ra-sector,DUF808 domain-containing inner membrane protein YedI,,,,IM,membrane protein,Function unknown,S,COG2354,no,,,Function unknown
yedJ,rca-sector,putative HD superfamily phosphohydrolase YedJ,,,,CP,,notdefined,JR,COG1418,no,,,notdefined
yedK,rca-sector,putative SOS response-associated peptidase YedK,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG2135,no,,,"Posttranslational modification, protein turnover, chaperones"
yedL,a-sector,putative acetyltransferase YedL,,,,CP,,notdefined,KR,COG0454,no,,,notdefined
yedM,c-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedN_1,c-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedN_2,c-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedP,rca-sector,putative mannosyl-3-phosphoglycerate phosphatase,,,,CP,,Carbohydrate transport and metabolism,G,COG3769,no,,,Carbohydrate transport and metabolism
yedR,ra-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
yedS_1,s-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedS_2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedS_3,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
yedV,a-sector,,,,,IM,other,Signal transduction mechanisms,T,COG2205,no,,,Signal transduction mechanisms
yedW,a-sector,,,,,CP,,notdefined,TK,COG0745,no,,,notdefined
yedX,a-sector,hydroxyisourate hydrolase / transthyretin-related protein,,,,PE,other,Nucleotide transport and metabolism,F,COG2351,no,,,Nucleotide transport and metabolism
yeeA,rca-sector,putative transporter YeeA,,,,IM,membrane protein,Function unknown,S,COG1289,no,,,Function unknown
yeeD,rca-sector,putative sulfurtransferase YeeD,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0425,no,,,"Posttranslational modification, protein turnover, chaperones"
yeeE,rca-sector,inner membrane protein YeeE,,,,IM,membrane protein,General function prediction only,R,COG2391,no,,,General function prediction only
yeeJ,rca-sector,inverse autotransporter adhesin,,,,EC,other,Cell wall/membrane/envelope biogenesis,M,COG1388,no,,,Cell wall/membrane/envelope biogenesis
